product-image,product-name,product-price
https://product.hstatic.net/1000304920/product/benson-boone-walk-me-home-dia-cd_3bd3b279e5104b1ebc9131edbe66b0c1_grande.jpeg,BENSON BOONE - WALK ME HOME - ĐĨA CD,"380,000₫"
https://product.hstatic.net/1000304920/product/drake-if-you-re-reading-this-it-s-too-late-dia-cd_d9924c34a0b34a1e965627d0d5043e0e_grande.jpeg,DRAKE - IF YOU'RE READING THIS IT'S TOO LATE - ĐĨA CD,"380,000₫"
https://product.hstatic.net/1000304920/product/katy-perry-143-silver-vinyl-lp-dia-than_3738431f11b742c8bf0519aa87ceea5e_grande.png,KATY PERRY - 143 (SILVER VINYL LP) - ĐĨA THAN,"1,000,000₫"
https://product.hstatic.net/1000304920/product/katy-perry-143-clear-blue-vinyl-lp-dia-than_07c7e8625e624981856059257013d5a6_grande.png,KATY PERRY - 143 (CLEAR BLUE VINYL LP) - ĐĨA THAN,"1,000,000₫"
https://product.hstatic.net/1000304920/product/katy-perry-143-dia-cd_9e3e523cad8541c78d98aba52dbf8bf7_grande.png,KATY PERRY - 143 - ĐĨA CD,"420,000₫"
https://product.hstatic.net/1000304920/product/shawn-mendes-shawn-milky-clear-vinyl-lp-dia-than_be60c76f2c8c4c7ea717f6415484c348_grande.jpg,SHAWN MENDES - SHAWN (MILKY CLEAR VINYL LP) - ĐĨA THAN,"1,050,000₫"
https://product.hstatic.net/1000304920/product/shawn-mendes-shawn-alternate-cover-bang-cassette_505de7d69e9c4f879960429bf32f0e4e_grande.jpeg,SHAWN MENDES - SHAWN (ALTERNATE COVER) - BĂNG CASSETTE,"420,000₫"
https://product.hstatic.net/1000304920/product/shawn-mendes-shawn-cassette_d9c5a25fe36549de9f09cddb2d7c1753_grande.png,SHAWN MENDES - SHAWN - BĂNG CASSETTE,"420,000₫"
https://product.hstatic.net/1000304920/product/iamiwas21_9ca034108ac940b0a1680e42c0330f08_grande.png,21 SAVAGE - I AM I WAS (VINYL LP) - ĐĨA THAN,"950,000₫"
https://product.hstatic.net/1000304920/product/tate-mcrae-think-later-dia-cd_cf3d158ee9c642ba8a5fd82ba7f2cf75_grande.jpeg,TATE MCRAE - THINK LATER - ĐĨA CD,"430,000₫"
https://product.hstatic.net/1000304920/product/chappell-roan-the-rise-and-fall-of-a-midwest-princess-dia-cd_f3abea61a9aa4aa2bf900ff9a1ba82cf_grande.jpeg,CHAPPELL ROAN - THE RISE AND FALL OF A MIDWEST PRINCESS - ĐĨA CD,"420,000₫"
https://product.hstatic.net/1000304920/product/wallows-model-dia-cd_12aaaeec117343a4b6e0f366131f96a8_grande.jpg,WALLOWS - MODEL - ĐĨA CD,"430,000₫"
https://product.hstatic.net/1000304920/product/wallows-model-bang-cassette_91f3992b8047479993023b8df6a76af8_grande.png,WALLOWS - MODEL - BĂNG CASSETTE,"450,000₫"
https://product.hstatic.net/1000304920/product/twenty-one-pilots-clancy-bang-cassette_6cde6c1d16e54b0b9832fd1e75110cc7_grande.jpeg,TWENTY ONE PILOTS - CLANCY - BĂNG CASSETTE,"380,000₫"
https://product.hstatic.net/1000304920/product/ha-tran_nhung-con-song-ngon-tay_cassette_5a6261db66ca484393fb3ce50fbf8f99_grande.jpg,HÀ TRẦN - NHỮNG CON SÔNG NGÓN TAY (SEA GREEN TAPE) - BĂNG CASSETTE,"350,000₫"
https://product.hstatic.net/1000304920/product/mockup_2_0f977a40b65b4ee78705042f26874c2a_grande.jpg,HÀ TRẦN - NHỮNG CON SÔNG NGÓN TAY (TRANSLUCENT LIGHT BLUE VINYL LP) - ĐĨA THAN,"1,200,000₫"
https://product.hstatic.net/1000304920/product/amee-mongmee-mini-album_bed1ee197c8d4b49b54341920dd68e7e_grande.jpg,AMEE - MỘNGMEE (THE MINI ALBUM) - ĐĨA CD,"350,000₫"
https://product.hstatic.net/1000304920/product/new-twenty-one-pilots-clancy-clear-vinyl-w-opaque_6bab080a6e0d4b88bb4e9fe7a8c01c77_grande.jpg,TWENTY ONE PILOTS - CLANCY (CLEAR WITH OPAQUE RED SPLATTER VINYL LP) - ĐĨA THAN,"950,000₫"
https://product.hstatic.net/1000304920/product/avril-lavigne-goodbye-lullaby-white-vinyl-2lp-dia-than_db83f82b65ec4884b4f105f66d7646ec_grande.jpg,AVRIL LAVIGNE - GOODBYE LULLABY (WHITE VINYL 2LP) - ĐĨA THAN,"1,450,000₫"
https://product.hstatic.net/1000304920/product/phung_khanh-linh-album_citopia_ca27fc8b7caf49ddb85d2953af40e263_grande.jpeg,PHÙNG KHÁNH LINH - CITOPIA - THE 2ND STUDIO ALBUM (DIGIPAK VER.) - ĐĨA CD,"350,000₫"
https://product.hstatic.net/1000304920/product/quang-dung_yeu-em-giua-doi-quen-lang_cd-cover_1909b4abb15148e9a9148ecc3e170371_grande.jpg,QUANG DŨNG - YÊU EM GIỮA ĐỜI QUÊN LÃNG (LIMITED BOXSET) - ĐĨA CD,"500,000₫"
https://product.hstatic.net/1000304920/product/avril-lavigne-greatest-hits-dia-cd_a485ce979a524b4cbd9a27aac7d76442_grande.jpeg,AVRIL LAVIGNE - GREATEST HITS - ĐĨA CD,"520,000₫"
https://product.hstatic.net/1000304920/product/ha-tran-tran-tien-08-repacked-edition-dia-cd_1_ed9294e80a0744a6aedd151f432f86fb_grande.jpg,HÀ TRẦN PRODUCTIONS - TRẦN TIẾN (REPACKED EDITION) - ĐĨA CD,"350,000₫"
https://product.hstatic.net/1000304920/product/ha_tran-doi_thoai_06-communication-06_a_da3064c0d0c748a2802e38440e5caec3_grande.jpg,HÀ TRẦN - ĐỐI THOẠI '06 (REPACKED EDITION) - ĐĨA CD,"350,000₫"
https://product.hstatic.net/1000304920/product/ha_tran-9803_album_f90747e78b574f9a9a5b507f02da8d34_grande.jpg,HÀ TRẦN - 98-03 (REPACKED EDITION) - ĐĨA CD,"350,000₫"
https://product.hstatic.net/1000304920/product/ha_tran-album_nhat_thuc-total_solar_eclipse_ver_21c3b69c48024963bac5be4563394ce0_grande.jpg,HÀ TRẦN - NHẬT THỰC (TOTAL SOLAR ECLIPSE VER.) - ĐĨA CD,"350,000₫"
https://product.hstatic.net/1000304920/product/lan-nha-nha-dia-cd_492889e3ba3545989246bef58912ba26_large_bd67ebff49f14f53a40c5f1ae02e792a_grande.jpg,LÂN NHÃ - NHÃ (DIGIPAK) - ĐĨA CD,"300,000₫"
https://product.hstatic.net/1000304920/product/vo-viet-phuong-hat-voi-anh-dia-cd_7abc99bca6464002ac85303343b41087_grande.png,VÕ VIỆT PHƯƠNG - HÁT VỚI ANH - ĐĨA CD,"200,000₫"
https://product.hstatic.net/1000304920/product/stephen-sanchez-angel-face-dia-cd_1829043cf8d64bfbad933d9111dba275_grande.jpeg,STEPHEN SANCHEZ - ANGEL FACE - ĐĨA CD,"500,000₫"
https://product.hstatic.net/1000304920/product/soobin_batnolen_430f2bf37eb44a37a8349b645081e221_grande.jpg,SOOBIN - BẬT NÓ LÊN (THE FIRST ALBUM) - ĐĨA CD,"350,000₫"
https://product.hstatic.net/1000304920/product/mu_vinyl_bc4db2e3aded4e48b5beaa4a83ebb1d7_grande.jpg,HỨA KIM TUYỀN - COLOURS (TRANSLUCENT VINYL LP) - ĐĨA THAN,"1,050,000₫"
https://product.hstatic.net/1000304920/product/437080201_1117809949335448_8300791482668507769_n_9d23ab7310334b2495546af46ae0c724_grande.jpg,HỨA KIM TUYỀN - COLOURS (FROSTED ICE TAPE) - BĂNG CASSETTE,"350,000₫"
https://product.hstatic.net/1000304920/product/nguyen_hong_nhung-moc-1_cd_0ca745c695744ac18b267fd8bf729238_grande.jpg,NGUYỄN HỒNG NHUNG - LOVE SONG (MỘC VOL.1) - ĐĨA CD,"350,000₫"
https://product.hstatic.net/1000304920/product/omd-bauhaus-staircase-bang-cassette_f1610e0140d94f9a9747e26a0fbc9b1f_grande.png,OMD - BAUHAUS STAIRCASE - BĂNG CASSETTE,"450,000₫"
https://product.hstatic.net/1000304920/product/441823897_438483782293931_3523828255435378931_n_3f75e16f7dc64db5b892d21de0ba9e82_grande.jpg,CHARMY PHẠM / HƯƠNG TRÀM - SWEET HOME - ĐĨA CD,"300,000₫"
https://product.hstatic.net/1000304920/product/sia-reasonable-woman-vinyl-lp-dia-than_pink_28ead57ebedf451caf246d201b22ffb8_grande.png,SIA - REASONABLE WOMAN (VINYL LP) - ĐĨA THAN,"850,000₫"
https://product.hstatic.net/1000304920/product/cage-the-elephant-neon-pill-vinyl-lp-dia-than_4adf8918dcb445d4b84c6e9ceb234574_grande.jpeg,CAGE THE ELEPHANT - NEON PILL (VINYL LP) - ĐĨA THAN,"850,000₫"
https://product.hstatic.net/1000304920/product/sia-reasonable-woman-dia-cd_7a409e3acac246b7b509dec5ceb94e4d_grande.jpeg,SIA - REASONABLE WOMAN - ĐĨA CD,"420,000₫"
https://product.hstatic.net/1000304920/product/melanie-martinez-cry-baby-deluxe-3-bonus-tracks-dia-cd_f786279d0401412f890e765cbb3b06c2_grande.jpeg,MELANIE MARTINEZ - CRY BABY (DELUXE 3 BONUS TRACKS) - ĐĨA CD,"450,000₫"
https://product.hstatic.net/1000304920/product/cage-the-elephant-neon-pill-dia-cd_ddd10b5120b541fb880893988a6bca07_grande.jpeg,CAGE THE ELEPHANT - NEON PILL - ĐĨA CD,"420,000₫"
https://product.hstatic.net/1000304920/product/a-tribe-called-quest-the-anthology-dia-cd_394e3dcca1ae482d81b585ca876c8659_grande.jpeg,A TRIBE CALLED QUEST - THE ANTHOLOGY - ĐĨA CD,"360,000₫"
https://product.hstatic.net/1000304920/product/pham_hoai_nam-waltz_number_2-cd_8fa5d92272d54ecbb5393d91c5b2496d_grande.jpg,PHẠM HOÀI NAM - WALTZ NUMBER 2 - ĐĨA CD,"300,000₫"
https://product.hstatic.net/1000304920/product/bui-lan-huong-nu-than-mat-trang-monangel-bang-cassette_1c4a10ca141d41d9b1f5c592f95f2fa5_grande.jpg,BÙI LAN HƯƠNG - NỮ THẦN MẶT TRĂNG (MÔNANGEL) - BĂNG CASSETTE,"350,000₫"
https://product.hstatic.net/1000304920/product/van-mai-huong-hua-kim-tuyen-minh-tinh-bang-cassette_f458c993c97844f49d5091676aaa585f_grande.jpg,"VĂN MAI HƯƠNG, HỨA KIM TUYỀN - MINH TINH - BĂNG CASSETTE","350,000₫"
https://product.hstatic.net/1000304920/product/marcus-mumford-self-titled-dia-cd_07f57ebbbf1c4338b75216cb5b238616_grande.jpeg,MARCUS MUMFORD - SELF-TITLED - ĐĨA CD,"380,000₫"
https://product.hstatic.net/1000304920/product/saigon-soul-revival-moi-luong-duyen-vinyl-lp-dia-than_70cbb1d0ffd94c4ca91b5d6c164d956d_grande.jpg,SAIGON SOUL REVIVAL - MỖI LƯƠNG DUYÊN (VINYL LP) - ĐĨA THAN,"950,000₫"
https://product.hstatic.net/1000304920/product/saigon-soul-revival-moi-luong-duyen-dia-cd_1_ba2d85894a03471393f2b828526443cd_grande.jpg,SAIGON SOUL REVIVAL - MỐI LƯƠNG DUYÊN - ĐĨA CD,"350,000₫"
https://product.hstatic.net/1000304920/product/weyes-blood-and-in-the-darkness-hearts-aglow-bang-cassette_5475aa8b596d4f6690e12d2dfbd332c4_grande.png,"WEYES BLOOD - AND IN THE DARKNESS, HEARTS AGLOW - BĂNG CASSETTE","430,000₫"
https://product.hstatic.net/1000304920/product/715b362f-89c8-4614-a65c-090d21ed6ded_ff4d7fb72bca4ffeb495008fd56358bc_grande.jpg,LÂN NHÃ - NHIÊN - BĂNG CASSETTE,"350,000₫"
https://product.hstatic.net/1000304920/product/dia_than_lan_nha-nhien_vinyl_lp_48480bbb9a4148dfbec95a8dd6beb41d_grande.jpg,LÂN NHÃ - NHIÊN (VINYL LP) - ĐĨA THAN,"1,050,000₫"
https://product.hstatic.net/1000304920/product/tung_duong-human-album_of_the_year-giai_thuong_cong_hien_6551c3b88ebf4281b6e90d32b2e7d75c_grande.jpg,TÙNG DƯƠNG - HUMAN (DELUXE) - ĐĨA CD,"350,000₫"
https://product.hstatic.net/1000304920/product/marcus-mumford-marcus-mumford-vinyl-lp-dia-than_d4710cc290ef4169a9051c3060db8fc7_grande.png,MARCUS MUMFORD - SELF-TITTLED (VINYL LP) - ĐĨA THAN,"790,000₫"
https://product.hstatic.net/1000304920/product/-optimism-red-vinyl-lp-dia-than_666fabc076484c4899891711aa07d7eb_large_c24f7b377f4049de8924c8ced0f767b6_grande.jpg,DUA LIPA - RADICAL OPTIMISM (CHERRY RED ECO VINYL LP) - ĐĨA THAN,"1,000,000₫"
https://product.hstatic.net/1000304920/product/phuong_vu-error204-album_03_b697a748b4f64902be5f29cb5a57022b_grande.jpg,PHƯỢNG VŨ - ERROR204 - ĐĨA CD,"300,000₫"
https://product.hstatic.net/1000304920/product/ass-heroes-the-papercut-chronicles-amazon-exclusive-vinyl-2lp-dia-than_00c46fbf3e334ea39d5831a17ae28cc2_grande.jpg,GYM CLASS HEROES - THE PAPERCUT CHRONICLES (AMAZON EXCLUSIVE) (VINYL 2LP) - ĐĨA THAN,"800,000₫"
https://product.hstatic.net/1000304920/product/atchbox-twenty-where-the-light-goes-amazon-exclusive-vinyl-lp-dia-than_3450b1bd788a46cca730ace4af5aab1d_grande.jpg,MATCHBOX TWENTY - WHERE THE LIGHT GOES (AMAZON EXCLUSIVE) (VINYL LP) - ĐĨA THAN,"850,000₫"
https://product.hstatic.net/1000304920/product/sea-wolf-through-a-dark-wood-translucent-blue-vinyl-lp-dia-than_d657859feeea4b87a19efad0b8f9192e_grande.png,SEA WOLF - THROUGH A DARK WOOD (TRANSLUCENT BLUE VINYL LP) - ĐĨA THAN,"780,000₫"
https://product.hstatic.net/1000304920/product/the-who-the-who-dia-cd_f29342efc51c4b0793eca043789e385e_grande.jpg,THE WHO - THE WHO - ĐĨA CD,"320,000₫"
https://product.hstatic.net/1000304920/product/nguyen_ha-hoi_uc_thanh_xuan-official_cover_3a6c826d6c6e4938aaab17c5fd65adbc_grande.jpg,NGUYÊN HÀ - HỒI ỨC THANH XUÂN - ĐĨA CD,"350,000₫"
https://product.hstatic.net/1000304920/product/nguyen_minh_cuong_-_tu_nhien_3884d0afae1c484bbe6478e9c71b9a40_grande.jpg,NGUYỄN MINH CƯỜNG - TỰ NHIÊN (NHỮNG SÁNG TÁC CỦA NGUYỄN MINH CƯỜNG) - ĐĨA CD,"300,000₫"
https://product.hstatic.net/1000304920/product/kelly-clarkson-chemistry-vinyl-lp-dia-than_6dc496bbbca74476a8a8899b77e01c52_grande.jpg,KELLY CLARKSON - CHEMISTRY (VINYL LP) - ĐĨA THAN,"850,000₫"
https://product.hstatic.net/1000304920/product/bill-evans-moonbeams-vinyl-lp-dia-than_44ab60b0cf7f433284501ae608384dad_grande.jpg,BILL EVANS - MOONBEAMS (VINYL LP) - ĐĨA THAN,"850,000₫"
https://product.hstatic.net/1000304920/product/justin-timberlake-everything-i-thought-it-was-dia-cd_c414773c266e4207b92bc497621d64e5_grande.jpeg,JUSTIN TIMBERLAKE - EVERYTHING I THOUGHT IT WAS - ĐĨA CD,"450,000₫"
https://product.hstatic.net/1000304920/product/o-dia-than-12-12-vinyl-resealable-outer-sleeves-pack-1kg-100-120-piece_c85a29e1fb794e71a1e67c9f0a8b49fa_grande.jpeg,"BAO ĐĨA THAN 12'' (12"" VINYL RESEALABLE OUTER SLEEVES) - PACK 100","300,000₫ 250,000₫"
https://product.hstatic.net/1000304920/product/3-beyonce-cowboy-carter-backcover-variant-1_42f76fae88ad49b5abb1af42facb0577_grande.jpg,BEYONCE - COWBOY CARTER - ĐĨA CD,"420,000₫"
https://product.hstatic.net/1000304920/product/beyonce-cowboy-carter-vinyl-2lp-dia-than_8f5514c0c05a459bbb04f958deac3794_grande.png,BEYONCE - COWBOY CARTER (VINYL 2LP) - ĐĨA THAN,"1,100,000₫"
https://product.hstatic.net/1000304920/product/madonna-erotica-dia-cd_0f5eaca2636b414ea966a364d6087bb3_grande.jpg,MADONNA - EROTICA (CLEAN VERSION) - ĐĨA CD,"350,000₫"
https://product.hstatic.net/1000304920/product/vu_thao_my-1.0_the_album-limited_boxset_116cc6989cc84a7795e4e5e3c2b1b117_grande.jpeg,VŨ THẢO MY - 1.0 (LIMITED BOXSET) - ĐĨA CD,"500,000₫"
https://product.hstatic.net/1000304920/product/album_vu_thao_my-1.0_9a3e64941cfc499f85c0d1ea726dd388_grande.jpg,VŨ THẢO MY - 1.0 (STANDARD VER.) - ĐĨA CD,"300,000₫"
https://product.hstatic.net/1000304920/product/le_viet_anh_ad1ba5448c634ab7886d016527c7882b_grande.jpg,LÊ VIỆT ANH - KHUNG TRỜI KHÁC (LÊ VIỆT ANH HÁT ĐỖ BẢO) - ĐĨA CD,"300,000₫"
https://product.hstatic.net/1000304920/product/a-tribe-called-quest-hits-rarities-remixes-vinyl-2lp-dia-than_ae72480a257843d5ab4a11a9ff12d76f_grande.jpg,"A TRIBE CALLED QUEST - HITS, RARITIES & REMIXES (VINYL 2LP) - ĐĨA THAN","900,000₫"
https://product.hstatic.net/1000304920/product/johnny-cash-the-man-comes-around-dia-cd_5f020b2edb1942b6815c2df14cfd7edb_grande.jpg,JOHNNY CASH - THE MAN COMES AROUND - ĐĨA CD,"300,000₫"
https://product.hstatic.net/1000304920/product/kodaline-politics-of-living-dia-cd_9ca5135bd02a4d359ac552221a2233f3_grande.jpeg,KODALINE - POLITICS OF LIVING - ĐĨA CD,"350,000₫"
https://product.hstatic.net/1000304920/product/dojacat-scarlet-blkpa_fc690af12c5b40f4b2fef639b7f769d9_grande.jpg,DOJA CAT - SCARLET - ĐĨA CD,"420,000₫"
https://product.hstatic.net/1000304920/product/dua-lipa-radical-optimism-lenticular-cover-dia-cd_f25b1c84b5804980ac59284f880784ce_grande.png,DUA LIPA - RADICAL OPTIMISM (LENTICULAR COVER) - ĐĨA CD,"390,000₫"
https://product.hstatic.net/1000304920/product/dua-lipa-radical-optimism-clear-vinyl-lp-dia-than_1616ba61c68c4b0d946df20852c86a1c_grande.png,DUA LIPA - RADICAL OPTIMISM (CRYSTAL CLEAR VINYL LP) - ĐĨA THAN,"1,000,000₫"
https://product.hstatic.net/1000304920/product/iron-wine-the-sea-the-rhythm-vinyl-lp-dia-than_73da06dc45d649a4b6a169eadc9c8395_grande.jpg,IRON & WINE - THE SEA & THE RHYTHM (VINYL LP) - ĐĨA THAN,"800,000₫"
https://product.hstatic.net/1000304920/product/fleetwood-mac-tango-in-the-night-dia-cd_823da85a399347cf91d082772ded1322_grande.jpeg,FLEETWOOD MAC - TANGO IN THE NIGHT - ĐĨA CD,"380,000₫"
https://product.hstatic.net/1000304920/product/nguyen_hong_nhung-ky_uc_thanh_xuan-moc-vol.2_03fd080187e8473c91fe9692f85448d7_grande.jpg,NGUYỄN HỒNG NHUNG - KÝ ỨC THANH XUÂN (MỘC VOL.2) - ĐĨA CD,"350,000₫"
https://product.hstatic.net/1000304920/product/john-mayer-heavier-things-dia-cd_8fcd2b237e3a4f2ab4c83bf74853136e_grande.jpeg,JOHN MAYER - HEAVIER THINGS - ĐĨA CD,"360,000₫"
https://product.hstatic.net/1000304920/product/carole-king-her-greatest-hits-songs-of-long-ago-dia-cd_5d91c8aa6e904434a8b06abbb67b1f1b_grande.jpeg,CAROLE KING - HER GREATEST HITS (SONGS OF LONG AGO) - ĐĨA CD,"360,000₫"
https://product.hstatic.net/1000304920/product/all-out-boy-take-this-to-your-grave-20th-anniversary-vinyl-lp-dia-than_1031b6c5117b47bebd27722bff73077c_grande.jpg,FALL OUT BOY - TAKE THIS TO YOUR GRAVE (20TH ANNIVERSARY) (VINYL LP) - ĐĨA THAN,"780,000₫"
https://product.hstatic.net/1000304920/product/mariah-carey-music-box-30th-anniversary-expanded-edition-dia-cd_74f7efa4958d4fb8b1fb93698b7c4e55_grande.jpg,MARIAH CAREY - MUSIC BOX: 30TH ANNIVERSARY EXPANDED EDITION - ĐĨA CD,"950,000₫"
https://product.hstatic.net/1000304920/product/caroline-polachek-desire-i-want-to-turn-into-to-you-bang-cassette_1_092144d40a4b45c590f07473fc14f894_grande.png,"CAROLINE POLACHEK - DESIRE, I WANT TO TURN INTO TO YOU - BĂNG CASSETTE","450,000₫"
https://product.hstatic.net/1000304920/product/japanese-breakfast-jubilee-vinyl-lp-dia-than_b244d50fb8ee4b0db76a830b76523159_grande.jpg,JAPANESE BREAKFAST - JUBILEE (VINYL LP) - ĐĨA THAN,"800,000₫"
https://product.hstatic.net/1000304920/product/swift-the-tortured-poets-department-the-black-dog-vinyl-2lp-dia-than_1_3ecbd91dbd6742dca9b1708af84e5cdf_grande.png,TAYLOR SWIFT - THE TORTURED POETS DEPARTMENT (THE BLACK DOG) (VINYL 2LP) - ĐĨA THAN,"1,400,000₫"
https://product.hstatic.net/1000304920/product/ha_tran-nhung_con_song_ngon_tay-album_official_cover_4eb36797684d407191b1508d7a04b7d7_grande.jpg,HÀ TRẦN - NHỮNG CON SÔNG NGÓN TAY - ĐĨA CD,"350,000₫"
https://product.hstatic.net/1000304920/product/swift-the-tortured-poets-department-the-albatross-vinyl-2lp-dia-than_1_19f87dddcf9545a8a058eee555cc432f_grande.png,TAYLOR SWIFT - THE TORTURED POETS DEPARTMENT (THE ALBATROSS) (VINYL 2LP) - ĐĨA THAN,"1,400,000₫"
https://product.hstatic.net/1000304920/product/duc_tuan-kiep_nao_co_yeu_nhau-cd_album_2008_3afae508079744968686817b89a0b39a_grande.jpg,ĐỨC TUẤN - KIẾP NÀO CÓ YÊU NHAU (TÌNH KHÚC PHẠM DUY) - ĐĨA CD,"220,000₫"
https://product.hstatic.net/1000304920/product/bui_lan_huong-monangel_official_cover_19da6f3502cc4df2b5cb4b0ede87b8c0_grande.jpg,BÙI LAN HƯƠNG - NỮ THẦN MẶT TRĂNG (MÔNANGEL) - ĐĨA CD,"350,000₫"
https://product.hstatic.net/1000304920/product/or-swift-the-tortured-poets-department-the-bolter-vinyl-2lp-dia-than_3_5fe847f320524c8388fd32cf5f73b709_grande.png,TAYLOR SWIFT - THE TORTURED POETS DEPARTMENT (THE BOLTER) (VINYL 2LP) - ĐĨA THAN,"1,400,000₫"
https://product.hstatic.net/1000304920/product/taylor-swift-the-tortured-poets-department-vinyl_1cea9cf7b29c4e83a38f375e1ea1afbc_grande.png,TAYLOR SWIFT - THE TORTURED POETS DEPARTMENT (THE MANUSCRIPT) (VINYL 2LP) - ĐĨA THAN,"1,300,000₫"
https://product.hstatic.net/1000304920/product/-department-taylor-swift-album-020424-ced140530abf477d9c47af75c12fcbb3_733432c0b9eb48399e5fdc1f301def98_grande.jpg,TAYLOR SWIFT - THE TORTURED POETS DEPARTMENT (THE MANUSCRIPT) - ĐĨA CD,"450,000₫"
https://product.hstatic.net/1000304920/product/the-killers-wonderful-wonderful-dia-cd_f9fb89977c7440bcb7d08206f5c9ad7f_grande.jpg,THE KILLERS - WONDERFUL WONDERFUL - ĐĨA CD,"360,000₫"
https://product.hstatic.net/1000304920/product/mazzy-star-so-tonight-that-i-might-see-dia-cd_0ff63ab8d10c4274b867ce9c046ec9f4_grande.jpg,MAZZY STAR - SO TONIGHT THAT I MIGHT SEE - ĐĨA CD,"380,000₫"
https://product.hstatic.net/1000304920/product/aurora-runaway-12-inch-single-vinyl-lp-dia-than_b93e335b206b447986ad2bba18b2b612_grande.jpg,AURORA - RUNAWAY (12 INCH SINGLE VINYL LP) - ĐĨA THAN,"550,000₫"
https://product.hstatic.net/1000304920/product/guest_6d09562b-d889-43c8-a62d-b89a22ef48d4_9e5b07f3b5ef409a8a249aa819c56848_grande.jpeg,THE KILLERS - HOT FUSS (VINYL LP) - ĐĨA THAN,"890,000₫"
https://product.hstatic.net/1000304920/product/20240125_hong-nhung_dai_phat_thanh_cong_cong-resize_d4dbec9571e14bc794da03940b6cb7f7_grande.jpg,HỒNG NHUNG - ĐÀI PHÁT THANH CÔNG CỘNG (ALBUM NGUYỄN DUY HÙNG) - ĐĨA CD,"350,000₫"
https://product.hstatic.net/1000304920/product/orang-cam-on-the-first-album_ff4b7110234946d483e9169c1ed0cf8a_grande.jpeg,ORANGE - CAM'ON (LIMITED BOXSET W. BONUS TRACK) - ĐĨA CD,"860,000₫"
https://product.hstatic.net/1000304920/product/nicki-minaj-pink-friday-2-vinyl-lp-dia-than_535836f354cf4b0099f1ffeb7099bb4a_grande.jpeg,NICKI MINAJ - PINK FRIDAY 2 (VINYL LP) - ĐĨA THAN,"1,300,000₫"
https://product.hstatic.net/1000304920/product/nhac-phim-barbie-the-album-ost-dia-cd_9b1baaca77174df78ad6ecf1a7701891_grande.jpg,NHẠC PHIM - BARBIE THE ALBUM OST - ĐĨA CD,"450,000₫"
https://product.hstatic.net/1000304920/product/bob-dylan-blood-on-the-tracks-dia-cd_d974c3f095c4460e96df2ec6abfe8ca4_grande.jpg,BOB DYLAN - BLOOD ON THE TRACKS - ĐĨA CD,"390,000₫"
https://product.hstatic.net/1000304920/product/bob-dylan-fragments-time-out-of-mind-sessions-1996-1997-dia-cd_8544656bd56d482aa56318b1115df1aa_grande.jpg,BOB DYLAN - FRAGMENTS - TIME OUT OF MIND SESSIONS (1996-1997) - ĐĨA CD,"750,000₫"
https://product.hstatic.net/1000304920/product/tina-turner-private-dancer-vinyl-lp-dia-than_00c8c47a8a714594a2a6c40575de9d70_grande.png,TINA TURNER - PRIVATE DANCER (VINYL LP) - ĐĨA THAN,"950,000₫"
https://product.hstatic.net/1000304920/product/hdtdsacareicseblp_2ff493e90bca440cb3680cadc34a17ef_grande.jpg,SABRINA CARPENTER - EMAIL I CAN'T SEND (VINYL LP) - ĐĨA THAN,"950,000₫"
https://product.hstatic.net/1000304920/product/8bqliu-1708465878-2000x2000-1708465874-656605165011_4756887b14cb4515803329551de24a50_grande.jpeg,MITSKI - THE LAND IS INHOSPITABLE AND SO ARE WE (VINYL LP) - ĐĨA THAN,"1,050,000₫"
https://product.hstatic.net/1000304920/product/do_hoang_duong-nien-luan_the-1st-mini-album_02cacdd729f8420fbdbd3865d6f2792c_grande.jpg,ĐỖ HOÀNG DƯƠNG - NIÊN LUÂN - ĐĨA CD,"300,000₫"
https://product.hstatic.net/1000304920/product/20231119_meow-lac_suga-rush_cover_8cf02949ac6d47a7b05d01097c947d58_grande.jpg,MÈOW LẠC - SUGAR RUSH (THE 2ND ALBUM) - ĐĨA CD,"300,000₫"
https://product.hstatic.net/1000304920/product/giang-son-sing-my-sol-dia-cd_e2c60ef844fc4a1f8bd451a675f64712_grande.jpeg,GIÁNG SON - SING MY SOL - ĐĨA CD,"350,000₫"
https://product.hstatic.net/1000304920/product/nguoigiukyuc_bd73ab0ce8634f75affa319c2185b569_grande.jpeg,PHẠM HOÀI NAM - NGƯỜI GIỮ KÝ ỨC - ĐĨA CD,"300,000₫"
https://product.hstatic.net/1000304920/product/the-killers-wonderful-wonderful-lp_1024x1024_b1207d92521a4b788e2f8ab5eff99cf5_grande.jpg,THE KILLERS - WONDERFUL WONDERFUL (VINYL LP) - ĐĨA THAN,"750,000₫"
https://product.hstatic.net/1000304920/product/little-mix-lm5-dia-cd_353685b38bd04d7f98f3282c5f9ee001_grande.jpeg,LITTLE MIX - LM5 - ĐĨA CD,"350,000₫"
https://product.hstatic.net/1000304920/product/pham-quynh-anh-loi-hoi-dap-2008-e-p-dia-cd_cd910750c081428b9896a891dd132547_grande.png,PHẠM QUỲNH ANH - LỜI HỒI ĐÁP 2008 (E.P) - ĐĨA CD,"250,000₫"
https://product.hstatic.net/1000304920/product/the_luka_project_-_the_luka_project_-_dia_cd_2357e94031ae4dd1b64d89fb9a271727_grande.jpg,THE LUKA PROJECT - THE LUKA PROJECT - ĐĨA CD,"350,000₫"
